No.;Gene name;Oncogene or Tumor Suppresson gene
149;CREBRF;#N/A
150;CEP97;#N/A
151;DLG1;#N/A
152;DICER1;x
153;ZNF33A;#N/A
154;PTAR1;#N/A
155;CEP290;#N/A
156;UHMK1;#N/A
157;GOLT1B;#N/A
158;NRIP1;#N/A
159;SHPRH;#N/A
160;CCDC88A;#N/A
161;FBXW7;x
162;DDX6;#N/A
163;SOCS5;#N/A
164;G3BP1;#N/A
165;N4BP2;#N/A
166;MTF2;#N/A
167;CDK2;#N/A
168;ZNF507;#N/A
169;IQCB1;#N/A
170;EXOC8;#N/A
171;ATP13A3;#N/A
172;ZNF518A;#N/A
173;TTBK2;#N/A
174;MYSM1;#N/A
175;FBXW11;#N/A
176;FAM126B;#N/A
177;DENND4A;#N/A
178;RUFY3;#N/A
179;VPS13C;#N/A
180;LCORL;#N/A
181;SENP7;#N/A
182;BTAF1;#N/A
183;MEF2A;#N/A
184;HACE1;#N/A
185;DENND1B;#N/A
186;HELZ;#N/A
187;SOCS4;#N/A
188;REL;x
189;TRAF2;#N/A
190;ATXN3;#N/A
191;TRPM7;#N/A
192;PAPOLG;#N/A
193;ASXL2;x
194;BAZ2B;#N/A
195;SP3;#N/A
196;FBXO30;#N/A
197;MOB1B;#N/A
198;PLEKHA3;#N/A
199;CLOCK;#N/A
200;STX17;#N/A
201;ELK4;x
202;ZNF638;#N/A
203;CHML;#N/A
204;MCC;#N/A
205;ZNF281;#N/A
206;GAB1;x
207;OSBPL8;#N/A
208;MAP4K5;#N/A
209;LTN1;#N/A
210;ARRB1;#N/A
211;RORA;#N/A
212;PTBP2;#N/A
213;CYLD;x
214;WNK3;#N/A
215;KIAA1109;#N/A
216;KLHL28;#N/A
217;TMTC3;#N/A
218;SNX13;#N/A
219;TRIM23;#N/A
220;AR;x
221;SLC30A7;#N/A
222;MDM2;x
223;BIRC6;#N/A
224;MAPK8;#N/A
225;DDHD1;#N/A
226;RELA;#N/A
227;PURA;#N/A
228;ZNF678;#N/A
229;ALG10;#N/A
230;ANKAR;#N/A
231;CNOT2;#N/A
232;PPP1CA;#N/A
233;OTUB1;#N/A
234;RBM12B;#N/A
235;LRRK2;#N/A
236;NBEAL1;#N/A
237;ABI2;#N/A
238;FBXL4;#N/A
239;TERF2IP;#N/A
240;SCAI;#N/A
241;SBF2;#N/A
242;SYNCRIP;#N/A
243;BMP2K;#N/A
244;BACH1;#N/A
245;RUVBL2;#N/A
246;LPP;#N/A
247;ATF7IP;#N/A
248;PPP4R2;#N/A
249;PBRM1;x
250;STXBP5;#N/A
251;ANKRD44;#N/A
252;QSER1;#N/A
253;ZBTB37;#N/A
254;LRCH3;#N/A
255;DCAF17;#N/A
256;SIKE1;#N/A
257;DPP8;#N/A
258;HSPA8;#N/A
259;HOOK3;#N/A
260;MAPK6;#N/A
261;TGFBR1;x
262;MDM4;x
263;EPC1;#N/A
264;ANKRD28;#N/A
265;RFX3;#N/A
266;MYH9;#N/A
267;UBA6;#N/A
268;ANKRD12;#N/A
269;WDR26;#N/A
270;VCPIP1;#N/A
271;BBIP1;#N/A
272;GPATCH2;#N/A
273;NKTR;#N/A
274;LARP7;#N/A
275;SP1;#N/A
276;CPSF6;#N/A
277;CDC27;#N/A
278;ATRX;x
279;ARL5B;#N/A
280;RAPGEF6;#N/A
281;NAA25;#N/A
282;AHI1;#N/A
283;ARL5A;#N/A
284;MYO5A;x
285;TNRC6B;#N/A
286;NFAT5;#N/A
287;HSP90AB1;#N/A
288;PUM2;#N/A
289;PGGT1B;#N/A
290;LNPK;#N/A
291;UBN2;#N/A
292;MDFI;#N/A
293;SMAD5;#N/A
294;PUS7L;#N/A
295;GTF2A1;#N/A
296;CAPZA2;#N/A
297;FLNA;#N/A
298;EIF2AK2;#N/A
299;IKBKG;#N/A
300;ANKRD50;#N/A
301;HNRNPA1;#N/A
302;HELB;#N/A
303;MCM9;#N/A
304;JMY;#N/A
305;ARMC8;#N/A
306;ZNF280D;#N/A
307;TLK1;#N/A
308;ITSN2;#N/A
309;TMEM161B;#N/A
310;GSK3B;x
311;STXBP4;#N/A
312;VPS13A;#N/A
313;ZNF326;#N/A
314;ZBTB11;#N/A
315;CHD1;#N/A
316;MORC3;#N/A
317;NR2C2;#N/A
318;VAPA;#N/A
319;FEM1B;#N/A
320;DNAJC13;#N/A
321;AKAP9;#N/A
322;ARHGEF12;x
323;SLC25A36;#N/A
324;SNRK;#N/A
325;CFTR;#N/A
326;SETX;#N/A
327;CEP57L1;#N/A
328;YWHAG;#N/A
329;EXOC5;#N/A
330;GNB4;#N/A
331;MEMO1;#N/A
332;AFF1;#N/A
333;CRYBG3;#N/A
334;ILK;#N/A
335;MIB1;#N/A
336;CPEB4;#N/A
337;YAF2;#N/A
338;HECTD2;#N/A
339;SLMAP;#N/A
340;DCUN1D4;#N/A
341;C16orf72;#N/A
342;H2AX;#N/A
343;AKAP11;#N/A
344;ZNF267;#N/A
345;ARID4B;x
346;LRRTM2;#N/A
347;PJA2;#N/A
348;STAM2;#N/A
349;EEA1;#N/A
350;ASH1L;#N/A
351;GABPA;#N/A
352;MMS22L;#N/A
353;IKZF2;#N/A
354;GNA13;x
355;SKIL;#N/A
356;LYST;#N/A
357;SESTD1;#N/A
358;SRC;x
359;EWSR1;x
360;CAMSAP2;#N/A
361;IFT80;#N/A
362;KATNAL1;#N/A
363;PDS5A;#N/A
364;JUN;x
365;TET2;x
366;ZEB2;#N/A
367;CCDC7;#N/A
368;SMAD3;x
369;MGA;x
370;QKI;x
371;ZNF562;#N/A
372;ARHGAP5;#N/A
373;TBL1XR1;x
374;FNDC3B;#N/A
375;TTN;#N/A
376;ATR;x
377;PRPF4B;#N/A
378;SMC5;#N/A
379;MAP3K3;#N/A
380;SLC5A3;#N/A
381;PKN2;#N/A
382;MOB1A;#N/A
383;OMG;#N/A
384;PPP1CC;#N/A
385;ZBTB20;x
386;RBMS3;#N/A
387;APC;x
388;MARCHF7;#N/A
389;DMXL2;#N/A
390;DDX17;#N/A
391;PEAK1;#N/A
392;CUL3;x
393;EID3;#N/A
394;DMTF1;#N/A
395;STX7;#N/A
396;ZNF91;#N/A
397;ZC3H11A;#N/A
398;ANKRD26;x
399;HDAC2;x
400;ZBTB24;#N/A
401;U2SURP;#N/A
402;CREBBP;x
403;ACAD11;#N/A
404;HIF1AN;#N/A
405;LIN7C;#N/A
406;PAWR;#N/A
407;DISC1;#N/A
408;SCHIP1;#N/A
409;VPS8;#N/A
410;USP53;#N/A
411;RB1;x
412;ITGAV;#N/A
413;SYNJ1;#N/A
414;FAM76B;#N/A
415;GAN;#N/A
416;NCOA3;x
417;TRIP11;#N/A
418;ANKHD1;#N/A
419;CSGALNACT2;#N/A
420;CCDC85B;#N/A
421;CPEB2;#N/A
422;CLTC;#N/A
423;UBE2I;#N/A
424;BRWD3;#N/A
425;ATAD5;#N/A
426;PPM1A;#N/A
427;LRP2BP;#N/A
428;RBM12;#N/A
429;RABGAP1L;#N/A
430;YWHAQ;#N/A
431;PCNA;#N/A
432;ELF2;#N/A
433;VCP;#N/A
434;DYNC2H1;#N/A
435;CARD8;#N/A
436;RBAK;#N/A
437;CEP85L;#N/A
438;ZFP14;#N/A
439;PCF11;#N/A
440;LIN54;#N/A
441;ZMYM6;#N/A
442;MTMR7;#N/A
443;MBD5;#N/A
444;RAPH1;#N/A
445;LIMS1;#N/A
446;BMPR1A;x
447;MARCHF6;#N/A
448;RUNX1T1;x
449;CPEB3;#N/A
450;PRPF40A;#N/A
451;TRPS1;#N/A
452;NABP1;#N/A
453;PEX19;#N/A
454;MBTD1;#N/A
455;TUT4;#N/A
456;KCNIP4;#N/A
457;LARP4;#N/A
458;BOD1L1;#N/A
459;RAB11FIP2;#N/A
460;ARL10;#N/A
461;UBE2W;#N/A
462;RCOR3;#N/A
463;UHRF1BP1L;#N/A
464;KCNAB1;#N/A
465;AKT1;x
466;KIF3A;#N/A
467;ALMS1;#N/A
468;HIVEP1;#N/A
469;PTPRG;#N/A
470;GPR52;#N/A
471;GIT2;#N/A
472;UHRF2;#N/A
473;MEPCE;#N/A
474;TENT2;#N/A
475;SKP1;#N/A
476;ZNF449;#N/A
477;ZNF430;#N/A
478;RAB8B;#N/A
479;CGGBP1;#N/A
480;PRKCI;x
481;LCA5;#N/A
482;HIF1A;x
483;PCGF5;#N/A
484;RSBN1;#N/A
485;FGFR1OP2;#N/A
486;UBE3A;#N/A
487;SYCP3;#N/A
488;CCNT1;#N/A
489;ANKRD13C;#N/A
490;ZNF800;#N/A
491;CNOT6;#N/A
492;SUV39H1;#N/A
493;SUMO4;#N/A
494;RALGAPA1;#N/A
495;PKD2;#N/A
496;ZEB1;#N/A
497;TTC3;#N/A
498;NOP56;#N/A
499;TRIP12;#N/A
500;NIN;#N/A
501;ATG2B;#N/A
502;DYRK1A;#N/A
503;PDE4D;#N/A
504;SCAF8;#N/A
505;SPAST;#N/A
506;KLHL24;#N/A
507;APP;#N/A
508;BARD1;x
509;PLXNC1;#N/A
510;HCFC2;#N/A
511;BTRC;#N/A
512;PHF3;#N/A
513;CEP135;#N/A
514;FGD6;#N/A
515;LRIG2;#N/A
516;ATXN7;x
517;REV1;#N/A
518;DGKH;#N/A
519;RNF180;#N/A
520;UBA5;#N/A
521;USP25;#N/A
522;MAP3K1;x
523;ZNF410;#N/A
524;SECISBP2L;#N/A
525;IREB2;#N/A
526;IQGAP1;x
527;CBWD3;#N/A
528;NIPBL;#N/A
529;CSNK2A2;#N/A
530;TEAD1;#N/A
531;GLS;#N/A
532;ZFC3H1;#N/A
533;CTDSPL2;#N/A
534;PDGFRB;x
535;PIAS1;#N/A
536;FLI1;x
537;EPC2;#N/A
538;CCP110;#N/A
539;SLC30A6;#N/A
540;SORT1;#N/A
541;DBN1;#N/A
542;EMSY;x
543;DOK6;#N/A
544;PPP2R3A;#N/A
545;FAR1;#N/A
546;TBC1D19;#N/A
547;DOCK4;#N/A
548;KCTD4;#N/A
549;PRKD3;#N/A
550;TULP4;#N/A
551;AGFG1;#N/A
552;SGIP1;#N/A
553;WAPL;#N/A
554;CDC37;#N/A
555;NRP1;#N/A
556;PDLIM5;#N/A
557;XIAP;x
558;TBC1D32;#N/A
559;PTPN11;x
560;CAPN7;#N/A
561;CBLB;#N/A
562;RLIM;#N/A
563;BAG6;#N/A
564;RPGRIP1L;#N/A
565;GRIK1;#N/A
566;CDC73;x
567;PICALM;#N/A
568;ZBTB6;#N/A
569;DYRK2;#N/A
570;YOD1;#N/A
571;AGO2;#N/A
572;VHL;x
573;TRIM28;#N/A
574;MRPL4;#N/A
575;MTR;#N/A
576;CFLAR;#N/A
577;PLK1;#N/A
578;MYCBP2;#N/A
579;POLI;#N/A
580;BPTF;#N/A
581;TINF2;#N/A
582;PLEKHA8;#N/A
583;IRS4;#N/A
584;FIGN;#N/A
585;TMED8;#N/A
586;CLIP4;#N/A
587;DST;#N/A
588;WSB1;#N/A
589;SRSF10;#N/A
590;ITCH;#N/A
591;CLK4;#N/A
592;ICA1L;#N/A
593;INTS6;x
594;SFN;#N/A
595;DCAF10;#N/A
596;SLC30A4;#N/A
597;LGALS8;#N/A
598;ZNF483;#N/A
599;FGFR1;x
600;CUL1;#N/A
601;USP49;#N/A
602;BRCA2;x
603;DR1;#N/A
604;SLC8A1;#N/A
605;PDS5B;x
606;MPDZ;#N/A
607;ZNF521;#N/A
608;GAPVD1;#N/A
609;PURB;#N/A
610;CSNK2A1;#N/A
611;MACF1;#N/A
612;GPR18;#N/A
613;WDR36;#N/A
614;STAG1;x
615;CACNA2D1;#N/A
616;STYX;#N/A
617;RYR3;#N/A
618;AP4E1;#N/A
619;ABCA1;#N/A
620;RBM41;#N/A
621;PPP2R1A;x
622;SUZ12;x
623;COPS5;#N/A
624;FYN;x
625;DDR2;x
626;IL1R1;#N/A
627;ATL3;#N/A
628;FBXL7;#N/A
629;DGKE;#N/A
630;PIK3C3;#N/A
631;DZIP1;#N/A
632;ACVR2A;x
633;ZFX;#N/A
634;BNC2;#N/A
635;ABCA6;#N/A
636;SYNE1;#N/A
637;RALGPS2;#N/A
638;SYNPO;#N/A
639;ZNF652;#N/A
640;YWHAH;#N/A
641;PMS1;x
642;HGS;#N/A
643;CEP44;#N/A
644;ECT2L;x
645;ZNF121;#N/A
646;ZNF808;#N/A
647;STRN3;#N/A
648;CUL4B;#N/A
649;UBR1;#N/A
650;EBLN2;#N/A
651;RBM27;#N/A
652;ZMYM1;#N/A
653;H3C2;#N/A
654;MED13L;#N/A
655;ITGA4;#N/A
656;SQSTM1;x
657;ZBTB25;#N/A
658;RYBP;x
659;NEDD8;#N/A
660;ZNF770;#N/A
661;MLST8;#N/A
662;NKIRAS1;#N/A
663;LIMA1;#N/A
664;NOTCH1;x
665;ZBTB43;#N/A
666;LGALS3;#N/A
667;FERMT2;#N/A
668;BNIP2;#N/A
669;CCDC18;#N/A
670;GPM6B;#N/A
671;LYPD3;#N/A
672;ATP8B2;#N/A
673;FSTL1;x
674;PTBP3;#N/A
675;SIAH1;#N/A
676;PRMT1;#N/A
677;N4BP2L2;#N/A
678;OGFRL1;#N/A
679;AGO4;#N/A
680;NEDD1;#N/A
681;C21orf91;#N/A
682;KLHL15;#N/A
683;MYO19;#N/A
684;HDAC6;#N/A
685;MRAS;#N/A
686;C1QBP;#N/A
687;ROCK2;#N/A
688;MIER1;#N/A
689;USP7;#N/A
690;AMOTL1;#N/A
691;TET1;x
692;ZMYM4;#N/A
693;PNISR;#N/A
694;CALD1;#N/A
695;CEPT1;#N/A
696;ZRANB2;#N/A
697;ZBED6;#N/A
698;HNRNPD;#N/A
699;WIPF1;#N/A
700;PLEKHA1;#N/A
701;SLC39A4;#N/A
702;DYNLL1;#N/A
703;NEK1;#N/A
704;MEIS1;#N/A
705;LRRC8C;#N/A
706;FBXO28;#N/A
707;CD2AP;#N/A
708;NEMF;#N/A
709;EMC2;#N/A
710;PPFIA2;#N/A
711;SMCHD1;#N/A
712;SENP5;#N/A
713;NFKB2;#N/A
714;MRPS34;#N/A
715;MAK;#N/A
716;YWHAE;#N/A
717;HEG1;#N/A
718;MPHOSPH9;#N/A
719;ARHGEF6;#N/A
720;HSPD1;#N/A
721;SLC38A9;#N/A
722;TIMM13;#N/A
723;HELLS;#N/A
724;TNFRSF1A;#N/A
725;USP24;#N/A
726;GPR21;#N/A
727;CCDC14;#N/A
728;SPAG9;#N/A
729;VAPB;#N/A
730;CCDC50;#N/A
731;CDK9;#N/A
732;KIF11;#N/A
733;TSHZ3;#N/A
734;NEK7;#N/A
735;SETD2;x
736;KIDINS220;#N/A
737;WDR7;#N/A
738;MYO18A;#N/A
739;ST7L;#N/A
740;RHOQ;#N/A
741;MLANA;#N/A
742;PIAS2;#N/A
743;AEBP2;#N/A
744;CDKL5;#N/A
745;STUB1;#N/A
746;CCNL1;#N/A
747;RAB11B;#N/A
748;TBCK;#N/A
749;ZHX1;#N/A
750;KRAS;x
751;RLF;#N/A
752;APOA1;#N/A
753;PPP2CA;#N/A
754;JAZF1;#N/A
755;FGF14;x
756;DDX19B;#N/A
757;ANGEL2;#N/A
758;CRYBA1;#N/A
759;ALG10B;#N/A
760;RUVBL1;#N/A
761;GNPDA2;#N/A
762;SHC1;#N/A
763;FANCM;x
764;CDC42;x
765;CHST8;#N/A
766;RAB40AL;#N/A
767;H4C13;#N/A
768;SYDE2;#N/A
769;SSH2;#N/A
770;FRK;#N/A
771;ABCC9;#N/A
772;STAT3;x
773;EFS;#N/A
774;UHRF1BP1;#N/A
775;XPO4;#N/A
776;OPA1;#N/A
777;DENND4C;#N/A
778;EVI2A;#N/A
779;XRCC3;#N/A
780;MAF;#N/A
781;PPP6R3;#N/A
782;RPS6KB1;#N/A
783;PIK3R1;x
784;ANLN;#N/A
785;CLEC2D;#N/A
786;RAG2;#N/A
787;HCLS1;#N/A
788;MYO1C;#N/A
789;LRRC8B;#N/A
790;VCAN;#N/A
791;RAB21;#N/A
792;MAPRE1;#N/A
793;MAPK14;#N/A
794;GXYLT1;#N/A
795;FOXB1;#N/A
796;ETAA1;x
797;SEC24A;#N/A
798;TMF1;#N/A
799;PHF6;x
800;PRKAB2;#N/A
801;EDRF1;#N/A
802;KPNB1;#N/A
803;RASSF2;#N/A
804;TBP;#N/A
805;RPS2;#N/A
806;CEP120;#N/A
807;FKBP14;#N/A
808;SLC38A6;#N/A
809;MFAP3;#N/A
810;C2orf69;#N/A
811;RBM15;x
812;CHMP4B;#N/A
813;FOXL1;#N/A
814;WAS;#N/A
815;TEX14;#N/A
816;HDAC11;#N/A
817;ZNF460;#N/A
818;DNAH14;#N/A
819;PTGER3;#N/A
820;MAP1A;#N/A
821;DDX47;#N/A
822;ANTXR1;#N/A
823;TRPC1;#N/A
824;NDUFS8;#N/A
825;UBE4A;#N/A
826;AHCTF1;#N/A
827;RPS8;#N/A
828;MAP3K14;x
829;PDE5A;#N/A
830;TBK1;#N/A
831;ABL1;x
832;PIN1;#N/A
833;KEAP1;x
834;SYT11;#N/A
835;FCHO2;#N/A
836;PRMT6;#N/A
837;IL10RA;#N/A
838;RFX7;#N/A
839;SOX5;#N/A
840;MTX3;#N/A
841;FAM135A;#N/A
842;PTPRK;#N/A
843;TUBA1C;#N/A
844;APPL1;#N/A
845;MAPK1;x
846;XAB2;#N/A
847;GABPB1;#N/A
848;C9orf72;#N/A
849;PLEKHO2;#N/A
850;GOLGA4;#N/A
851;GPC6;#N/A
852;FBL;#N/A
853;SLC35F5;#N/A
854;ZNF397;#N/A
855;DYNC1LI2;#N/A
856;SH3GL3;#N/A
857;FER;#N/A
858;ATP1B4;#N/A
859;SPICE1;#N/A
860;ARMC6;#N/A
861;PTPN14;x
862;GNAQ;x
863;MYOZ2;#N/A
864;GCFC2;#N/A
865;TTC14;#N/A
866;MITF;x
867;AP2M1;#N/A
868;USP46;#N/A
869;SYNJ2BP;#N/A
870;PRKG1;#N/A
871;SP4;#N/A
872;CEP128;#N/A
873;CDK1;#N/A
874;ATP6AP2;#N/A
875;NDUFS7;#N/A
876;MPPED1;#N/A
877;TFEC;#N/A
878;PML;x
879;ST3GAL6;#N/A
880;MEF2C;x
881;PTPDC1;#N/A
882;ZNF24;#N/A
883;ACTB;#N/A
884;EIF4A3;#N/A
885;ZBTB34;#N/A
886;ENTPD1;#N/A
887;PCMTD1;#N/A
888;PRG2;#N/A
889;MAP1B;#N/A
890;USP33;#N/A
891;LSM7;#N/A
892;KIAA0408;#N/A
893;JCAD;#N/A
894;SARNP;#N/A
895;MAGOH;#N/A
896;ZC3HAV1;#N/A
897;RASGRP1;#N/A
898;JAM3;#N/A
899;HDGF;#N/A
900;VGLL3;#N/A
901;FAT4;#N/A
902;NECAB2;#N/A
903;EMILIN1;#N/A
904;TMEM30A;#N/A
905;COL8A1;#N/A
906;TRAF1;#N/A
907;SOS2;#N/A
908;PTN;#N/A
909;RAB7A;#N/A
910;NRP2;#N/A
911;GLP1R;#N/A
912;BCL6;x
913;GTSE1;#N/A
914;KRTAP4-12;#N/A
915;PLXDC2;#N/A
916;NUP153;#N/A
917;PRKDC;x
918;GNG2;#N/A
919;GCM2;#N/A
920;ATP11C;#N/A
921;RAB31;#N/A
922;ARHGAP25;#N/A
923;JAK3;x
924;FAM126A;#N/A
925;SEPTIN11;#N/A
926;CUL4A;x
927;NCKAP1;#N/A
928;ASPM;#N/A
929;CD200R1;#N/A
930;FGF7;x
931;RBMS1;#N/A
932;BSG;#N/A
933;BTK;x
934;AP1G1;#N/A
935;CLEC1B;#N/A
936;RAB5C;#N/A
937;LDB2;#N/A
938;MUSK;#N/A
939;IKZF5;#N/A
940;FOXR2;#N/A
941;PGR;x
942;FAM110B;#N/A
943;AURKA;x
944;ATP5F1D;#N/A
945;SCYL2;#N/A
946;TP53INP1;#N/A
947;HDAC3;#N/A
948;VMP1;#N/A
949;CRMP1;#N/A
950;PECAM1;#N/A
951;PARP1;x
952;SPINT2;#N/A
953;HIPK1;#N/A
954;EXOG;#N/A
955;MFSD8;#N/A
956;SPRY3;#N/A
957;IKZF1;#N/A
958;UBE2V1;#N/A
959;A2M;#N/A
960;JAM2;#N/A
961;NCOA2;#N/A
962;MRPL50;#N/A
963;FBN1;#N/A
964;MRPL55;#N/A
965;EXOSC4;#N/A
966;TLR6;#N/A
967;SRSF12;#N/A
968;APBB1IP;#N/A
969;PREPL;#N/A
970;DRD3;#N/A
971;PYHIN1;#N/A
972;HMBOX1;#N/A
973;NAP1L3;#N/A
974;LRBA;#N/A
975;ARG1;#N/A
976;CDH6;#N/A
977;TIA1;#N/A
978;ATP2B3;#N/A
979;GLI3;#N/A
980;PABPC5;#N/A
981;TAFAZZIN;#N/A
982;ATP2B4;#N/A
983;LRCH2;#N/A
984;NCL;#N/A
985;CLIC4;#N/A
986;FOXK2;#N/A
987;CSNK1G3;#N/A
988;EFEMP2;#N/A
989;PDGFRA;x
990;OSMR;#N/A
991;CCT2;#N/A
992;TSHZ2;#N/A
993;ZMAT3;#N/A
994;LAMA4;#N/A
995;PCNP;#N/A
996;CDK19;#N/A
997;RASSF8;#N/A
998;SULF1;#N/A
999;LHX4;#N/A
1000;NUFIP1;#N/A
1001;PAG1;#N/A
1002;MBNL2;#N/A
1003;ELMOD2;#N/A
1004;TNS1;#N/A
1005;PSMC3;#N/A
1006;GNAO1;#N/A
1007;TSNAX;#N/A
1008;RAI14;#N/A
1009;MYH8;#N/A
1010;HCN4;#N/A
1011;APPBP2;#N/A
1012;WDR5;#N/A
1013;RAC1;x
1014;ANKS1B;#N/A
1015;SRPK2;#N/A
1016;ZMYM2;#N/A
1017;CD226;#N/A
1018;CAV1;#N/A
1019;FBXW5;#N/A
1020;TMPPE;#N/A
1021;KCNE4;#N/A
1022;HTT;#N/A
1023;C18orf25;#N/A
1024;SLA;#N/A
1025;TCERG1;#N/A
1026;DOCK7;#N/A
1027;GAS7;#N/A
1028;TSC22D2;#N/A
1029;CRK;#N/A
1030;CACNG2;#N/A
1031;RAE1;#N/A
1032;TTC39B;#N/A
1033;CCR5;#N/A
1034;AGPS;#N/A
1035;NPHP3;#N/A
1036;PSME4;#N/A
1037;MTNR1B;#N/A
1038;RAPGEF2;#N/A
1039;POLR2E;#N/A
1040;TNFRSF1B;#N/A
1041;TSHR;x
1042;NCK2;#N/A
1043;PHTF2;#N/A
1044;CNOT4;#N/A
1045;HAUS3;#N/A
1046;LDHAL6A;#N/A
1047;TCL1B;x
1048;DOK2;#N/A
1049;KIF27;#N/A
1050;CCT3;#N/A
1051;PLAUR;#N/A
1052;LMBRD2;#N/A
1053;CNRIP1;#N/A
1054;FOXO1;x
1055;HSPA4;#N/A
1056;FOXQ1;#N/A
1057;SMARCA4;x
1058;DOCK2;#N/A
1059;CRX;#N/A
1060;UBE2D2;#N/A
1061;TBL3;#N/A
1062;TPH2;#N/A
1063;ITPR1;#N/A
1064;RBBP7;#N/A
1065;KCNA4;#N/A
1066;NFKB1;#N/A
1067;HCK;#N/A
1068;EEF1A2;#N/A
1069;MALT1;#N/A
1070;HSPB1;#N/A
1071;TMEM33;#N/A
1072;YEATS4;#N/A
1073;CREBZF;#N/A
1074;DLC1;#N/A
1075;RAF1;x
1076;PRPF8;x
1077;NDUFV1;#N/A
1078;PZP;#N/A
1079;TRMT13;#N/A
1080;MLH3;x
1081;SPI1;#N/A
1082;MAFB;x
1083;TNR;#N/A
1084;COPE;#N/A
1085;PPP4C;#N/A
1086;TLR1;#N/A
1087;UNC45B;#N/A
1088;UBQLN1;#N/A
1089;C1S;#N/A
1090;FBLN5;#N/A
1091;NUS1;#N/A
1092;ITGA1;#N/A
1093;LUC7L2;#N/A
1094;KLHL5;#N/A
1095;RBBP4;#N/A
1096;BOLL;#N/A
1097;RBPMS;#N/A
1098;RAB3GAP2;#N/A
1099;KDM5A;x
1100;HLA-DPA1;#N/A
1101;USP50;#N/A
1102;SLC4A1;#N/A
1103;EFTUD2;#N/A
1104;SEC16A;#N/A
1105;SON;#N/A
1106;RNF2;#N/A
1107;SNCA;#N/A
1108;KCNK16;#N/A
1109;TANK;#N/A
1110;MYOG;#N/A
1111;MYH6;#N/A
1112;HERC1;#N/A
1113;LNX1;#N/A
1114;ACTL6B;#N/A
